playlist_id,playlist_owner,playlist,id,name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,key_confidence,mode_confidence,tempo_confidence,time_signature_confidence,end_of_fade_in,start_of_fade_out,mood
37i9dQZF1DWW2hj3ZtMbuO,Spotify,sad girl starter pack,6zH9XMLI8aDcaOiaToS9xM,Hurts Me Too,0.101,0.49,201120,0.303,0.329,5,0.0911,-11.426,1,0.0281,95.588,3,0.119,0.358,0.306,0.597,0.083,0,192.41795,Sad
37i9dQZF1DX6xZZEgC9Ubl,Spotify,tear drop,4ZUNw5tDBZTOqzPEVIYyOy,V12 (feat. Lil Uzi Vert),0.411,0.705,177836,0.681,0,4,0.121,-3.286,0,0.148,164.941,4,0.626,0.269,0.323,0.17,1,0,174.57922,Sad
37i9dQZF1DX0vHZ8elq0UK,Spotify,Energy Booster: Pop,7ju97lgwC2rKQ6wwsf9no9,Rain On Me (with Ariana Grande),0.021,0.672,182200,0.855,0,9,0.323,-3.764,1,0.0397,123.056,4,0.646,0.325,0.44,0.834,1,2.33361,182.2,Energetic
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,7E5Tl1oyZW5JPdhqGgW5hz,Don't Give Up,0.0806,0.462,196452,0.741,0.326,8,0.123,-8.327,1,0.0375,124.018,4,0.0392,0.47,0.527,0.518,1,0,190.76933,Chill
37i9dQZF1DWX83CujKHHOn,Spotify,Alone Again,6L6ra9mTlyQPmh7zGw58y1,Life Of The Party,0.0509,0.662,214120,0.612,0,10,0.0948,-4.993,1,0.0311,113.95,4,0.177,0,0.07,0.46,0.705,0.24898,205.18314,Sad
37i9dQZF1DWW2hj3ZtMbuO,Spotify,sad girl starter pack,0CNkdShu4Wdz6m497Nmrkk,Sophie,0.588,0.649,138482,0.535,0.101,2,0.0799,-14.144,1,0.0316,130.028,4,0.427,0.727,0.741,0.757,1,0,132.0693,Sad
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,1ek1kNO1a5EJCNIUvNs5XI,When The World Stops Turning - Quiet Mix,0.000465,0.717,227521,0.695,0.0000414,9,0.38,-9.012,0,0.0334,119.005,4,0.409,0.468,0.424,0.932,0.976,0,216.3055,Chill
37i9dQZF1DX6xZZEgC9Ubl,Spotify,tear drop,1JXBNvlDEl2epKSJ9EOgKX,NOT SOBER (feat. Polo G & Stunna Gambino),0.0928,0.671,216000,0.639,0,2,0.0941,-6.852,0,0.134,119.82,5,0.385,0,0.171,0.14,0.992,0,211.081,Sad
37i9dQZF1DWSf2RDTDayIx,Spotify,Happy Beats,5qpEtUsEI1VkG63MNlRrAC,Come Back Home,0.019,0.598,179853,0.559,0,5,0.17,-5.835,1,0.0387,122.066,4,0.19,0.489,0.492,0.738,1,0,172.36752,Happy
37i9dQZF1DX0vHZ8elq0UK,Spotify,Energy Booster: Pop,0l4AReW2LuX0yStPfgQgSR,Giants,0.0145,0.579,177173,0.839,0.0000304,8,0.201,-5.409,0,0.0703,158.141,4,0.589,0.441,0.338,0.171,1,2.53678,168.67557,Energetic
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,4gnw7ZduO3LMqEcrA1qvyL,How Many Times?,0.656,0.564,238999,0.569,0.899,8,0.112,-12.422,0,0.0664,130.02,4,0.214,0.358,0.429,0.131,1,4.09252,230.36517,Chill
37i9dQZF1DWW2hj3ZtMbuO,Spotify,sad girl starter pack,3a17XXQrw8iGhVlc1QKWRN,Small Talk,0.0674,0.659,278317,0.509,0.0000948,10,0.0803,-9.996,0,0.0305,101.007,4,0.629,0.506,0.546,0.629,1,0.33007,259.75003,Sad
37i9dQZF1DWX83CujKHHOn,Spotify,Alone Again,6LteLVcW0oWLjuW6nePyWb,The Fault in Our Stars,0.613,0.481,187195,0.179,0.0000284,3,0.145,-21.424,1,0.109,74.85,4,0.405,0.269,0.545,0,0.784,1.10295,187.19469,Sad
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,59kl6e4q6sCJlxCgLZdJGo,I Can't See,0.00172,0.67,135246,0.711,0.0963,8,0.186,-7.257,0,0.0443,121.976,4,0.691,0.862,0.659,0.863,0.993,0.44689,129.5267,Chill
37i9dQZF1DX6xZZEgC9Ubl,Spotify,tear drop,6XGjvNQqN7k5oIcPdv79qt,seams,0.0121,0.541,201818,0.506,0,11,0.243,-10.933,1,0.031,88.03,4,0.258,0.631,0.757,0.172,0.944,0,180.8138,Sad
37i9dQZF1DX0vHZ8elq0UK,Spotify,Energy Booster: Pop,67lbzVADsqJJ6tyVk0XCgn,Chain My Heart,0.0791,0.663,146880,0.849,0.0000012,11,0.192,-4.462,0,0.0334,123.992,4,0.722,0.479,0.394,0.857,1,0,146.88,Energetic
37i9dQZF1DWW2hj3ZtMbuO,Spotify,sad girl starter pack,2LY95oBAiaHzWkqKjEwvOT,Lonely,0.978,0.245,194027,0.0454,0.699,7,0.356,-22.706,1,0.033,78.062,4,0.0897,0.694,0.575,0.214,0.847,0,178.21315,Sad
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,3GNCq0cqUr7kQ4lGaa0TVx,The Night Air Was Cool,0.428,0.671,286941,0.643,0.968,8,0.0998,-9.137,1,0.126,123.022,4,0.0384,0.27,0.317,0.751,0.997,4.23764,256.8127,Chill
37i9dQZF1DWSf2RDTDayIx,Spotify,Happy Beats,3p2wS6G159mBIU50xl7uvc,Future Starts Now,0.00329,0.693,279271,0.853,0.000193,6,0.123,-4.241,1,0.0503,119.948,4,0.432,0.318,0.39,0.772,0.837,0.33093,269.36307,Happy
37i9dQZF1DWX83CujKHHOn,Spotify,Alone Again,06KyNuuMOX1ROXRhj787tj,We Don't Talk Anymore (feat. Selena Gomez),0.621,0.728,217707,0.563,0,1,0.179,-8.053,0,0.134,100.017,4,0.352,0.76,0.746,0.215,1,0.34245,212.32327,Sad
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,5M7vcTOiey8zTQyK6gN6iu,Morning Thoughts,0.0509,0.647,242949,0.652,0.204,5,0.131,-6.037,1,0.0432,117.022,4,0.0399,0.58,0.589,0.709,1,0,236.4546,Chill
37i9dQZF1DWW2hj3ZtMbuO,Spotify,sad girl starter pack,6lgA1MVkKnb8X77GC4vjJl,Sedona,0.171,0.539,183600,0.548,0,11,0.126,-5.41,1,0.0288,75.001,4,0.373,0.32,0.487,0.131,0.977,0,173.13959,Sad
37i9dQZF1DX0vHZ8elq0UK,Spotify,Energy Booster: Pop,20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,0.0114,0.783,193400,0.58,0.00000228,7,0.108,-6.548,1,0.0408,120.021,4,0.66,0.954,0.855,0.779,1,0.20308,183.5131,Energetic
37i9dQZF1DX6xZZEgC9Ubl,Spotify,tear drop,6oXgRfFIvzWe83K5la8oI9,Sitting In Fire,0.0146,0.558,147461,0.625,0.0000287,7,0.328,-5.253,1,0.0359,171.934,4,0.293,0.77,0.653,0.019,1,0,143.48772,Sad
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,0diwdecucpf6sc97SiMsUb,Together Till It Ends,0.261,0.775,241255,0.721,0.899,1,0.0817,-8.536,1,0.0588,115.994,4,0.0394,0.255,0.289,0.979,0.986,0,234.86404,Chill
37i9dQZF1DWSf2RDTDayIx,Spotify,Happy Beats,2ZEq4HT450Ye9IFGPTl9qV,Lonely,0.0946,0.697,190955,0.921,0.000019,5,0.159,-4.283,1,0.0424,123.988,4,0.722,0.783,0.552,0.869,0.995,0,185.62032,Happy
37i9dQZF1DWW2hj3ZtMbuO,Spotify,sad girl starter pack,45RztUROkc4H1pHoCtRR6c,Please Don't Make Me Cry,0.118,0.611,314973,0.605,0.00012,6,0.0856,-9.151,1,0.0858,147.971,4,0.45,0.363,0.528,0.074,1,2.15365,308.16943,Sad
37i9dQZF1DWX83CujKHHOn,Spotify,Alone Again,1Ia95g66IhlAJ3qVI4qI8W,Slow,0.815,0.636,163547,0.243,0,2,0.111,-9.509,1,0.04,142.016,4,0.239,0.366,0.569,0.451,0.483,0.23787,150.43628,Sad
37i9dQZF1DX0vHZ8elq0UK,Spotify,Energy Booster: Pop,2CEgGE6aESpnmtfiZwYlbV,Dynamite,0.00379,0.751,202613,0.783,0,4,0.036,-3.724,1,0.0859,119.975,4,0.816,0.466,0.304,0.776,1,0.35723,194.64127,Energetic
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,0Mphb8UtgDZGUGA002437C,Deja Vu,0.00564,0.661,231500,0.771,0.0594,6,0.0975,-6.102,0,0.0361,120.004,4,0.303,0.309,0.537,0.69,1,0,223.1902,Chill
37i9dQZF1DX6xZZEgC9Ubl,Spotify,tear drop,1i5VGJwl7gFw0hQP4dVDgK,your favorite dress,0.0803,0.497,177387,0.629,0,7,0.111,-7.613,1,0.0541,129.905,3,0.1,0.372,0.639,0.178,0.351,0.07633,168.80327,Sad
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,7LMn9rFcRyxRSn59jzITh1,Friends In Secret,0.00396,0.771,368360,0.652,0.889,0,0.113,-7.201,1,0.0549,116.005,4,0.467,0.726,0.589,0.861,1,0.09887,355.4975,Chill
37i9dQZF1DWW2hj3ZtMbuO,Spotify,sad girl starter pack,5EDBVVqd2ogoG89XVQOvsn,yellow is the color of her eyes,0.754,0.371,435080,0.51,0.125,11,0.139,-7.352,1,0.0276,161.006,4,0.192,0.593,0.546,0.029,0.953,2.37424,428.55328,Sad
37i9dQZF1DX0vHZ8elq0UK,Spotify,Energy Booster: Pop,4Y6IdA3e4wwLrbKHDjufaC,Love Myself,0.0029,0.616,218773,0.765,0,0,0.149,-6.75,0,0.078,122.916,4,0.343,0.358,0.438,0.881,0.984,0.27288,211.22032,Energetic
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,6CMF35Wo3xRxGTLDMjvxlY,Need You There,0.0273,0.651,185992,0.76,0.000538,0,0.315,-5.949,1,0.0446,122.969,4,0.137,0.589,0.533,0.7,0.91,0,182.50883,Chill
37i9dQZF1DWSf2RDTDayIx,Spotify,Happy Beats,67Oqmxf4EUPXHfMtvXGT1g,Feel It Again,0.00882,0.482,187037,0.756,0,10,0.0745,-4.876,0,0.0524,120.014,4,0.368,0.422,0.519,0.676,0.994,0,178.35246,Happy
37i9dQZF1DWX83CujKHHOn,Spotify,Alone Again,63bo7NDoWdMFXufhsYOxwG,Almost Is Never Enough,0.824,0.323,327773,0.327,0,2,0.101,-7.494,1,0.0411,81.329,4,0.335,0.582,0.559,0.048,1,0.27274,316.83627,Sad
37i9dQZF1DX6xZZEgC9Ubl,Spotify,tear drop,2GOihJe5nJysbyVYnoUf9N,Someday,0.143,0.616,156648,0.653,0,0,0.289,-6.101,1,0.0325,87.969,4,0.562,0.665,0.708,0.488,0.938,0.13288,151.1561,Sad
37i9dQZF1DWW2hj3ZtMbuO,Spotify,sad girl starter pack,4YmYRnO6Bg2G8hu7CxLog7,Without You,0.469,0.537,228080,0.532,0.241,7,0.162,-8.651,1,0.0275,124.952,4,0.302,0.534,0.631,0.582,1,0,208.14368,Sad
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,1XpxDhEXKAnYdqYFsyFvBn,Gradients,0.273,0.559,224444,0.702,0.781,6,0.098,-5.994,1,0.0631,108.028,4,0.0737,0.386,0.495,0.477,0.784,4.79492,214.47112,Chill
37i9dQZF1DX0vHZ8elq0UK,Spotify,Energy Booster: Pop,6PCUP3dWmTjcTtXY02oFdT,Castle on the Hill,0.0232,0.461,261154,0.834,0.0000114,2,0.14,-4.868,1,0.0989,135.007,4,0.471,0.538,0.645,0.886,0.979,0,251.56499,Energetic
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,4gSIbyOjmtFOYgJYax0xpy,Temporary Love - il:lo Remix,0.411,0.635,317435,0.883,0.87,7,0.0995,-6.931,0,0.031,115.003,4,0.201,0.418,0.647,0.599,1,0.21474,304.9941,Chill
37i9dQZF1DWW2hj3ZtMbuO,Spotify,sad girl starter pack,1VqYfdsorchSvhXW6gtBzo,Dream  Ivory,0.0796,0.537,188250,0.568,0.332,1,0.0701,-4.829,1,0.0285,120.064,4,0.193,0.639,0.685,0.17,0.439,0,178.20154,Sad
37i9dQZF1DX6xZZEgC9Ubl,Spotify,tear drop,2I7AOB4IkQvBuQ0ujiUtSo,Overwhelmed,0.382,0.637,140339,0.431,0,2,0.112,-11.372,1,0.0823,85.449,4,0.355,0.67,0.734,0.139,1,0,128.51083,Sad
37i9dQZF1DWX83CujKHHOn,Spotify,Alone Again,1z1mMZtZW0gvR9FSPc7JpJ,Champion,0.921,0.65,173237,0.171,0,6,0.127,-9.005,1,0.0519,119.522,4,0.284,0.165,0.479,0.323,0.906,0.20907,166.33034,Sad
37i9dQZF1DWSf2RDTDayIx,Spotify,Happy Beats,15Vlfa18uD2w98YG5zX7Pb,Life Goes On,0.243,0.41,169458,0.873,0,5,0.154,-3.984,0,0.041,123.553,4,0.531,0.312,0.535,0.844,1,0,162.72543,Happy
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,6qDEETr2nRrKMvphmayYP4,Brilliant Eyes,0.737,0.512,296760,0.493,0.464,8,0.0929,-14.532,1,0.0449,180.036,4,0.513,0.394,0.461,0.224,0.916,0,281.8612,Chill
37i9dQZF1DX0vHZ8elq0UK,Spotify,Energy Booster: Pop,3w3y8KPTfNeOKPiqUTakBh,Locked out of Heaven,0.049,0.726,233478,0.698,0,5,0.309,-4.165,1,0.0431,143.994,4,0.867,0.602,0.319,0.776,0.976,0.13932,229.53506,Energetic
37i9dQZF1DWW2hj3ZtMbuO,Spotify,sad girl starter pack,5uQRmdIqyMmKPWJcot4UmV,Garden Song,0.864,0.528,219682,0.273,0.00617,0,0.111,-16.623,1,0.132,98.311,4,0.158,0.337,0.442,0.07,0.991,0,210.75592,Sad
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,7GRfEf5BG1OCSMpeVotldQ,Motion,0.18,0.68,187990,0.722,0.000137,7,0.339,-5.214,0,0.0683,120.012,4,0.2,0.296,0.549,0.584,0.994,2.4439,177.38884,Chill
37i9dQZF1DX6xZZEgC9Ubl,Spotify,tear drop,3gZ2urfYO9koYgEcw399Hw,SUV,0.104,0.634,182400,0.651,0,5,0.0713,-4.542,1,0.0362,149.958,4,0.363,0.754,0.691,0.238,0.798,0,176.8896,Sad
37i9dQZF1DWX83CujKHHOn,Spotify,Alone Again,6nIE1oCE4udqMGv3bqVNVb,Half a Heart,0.286,0.515,188547,0.714,0,0,0.118,-4.516,1,0.0348,155.954,4,0.495,0.401,0.592,0.124,0.867,0.38181,177.16824,Sad
37i9dQZF1DX0vHZ8elq0UK,Spotify,Energy Booster: Pop,12KUFSHFgT0XCoiSlvdQi4,Break Free,0.0064,0.687,214840,0.702,0.0000435,7,0.204,-5.324,0,0.0455,129.956,4,0.284,0.302,0.595,0.839,0.913,0.15093,210.57596,Energetic
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,75MC4sxH4yELz4ji8P7LCc,Falling Water,0.426,0.614,152000,0.751,0.0000077,1,0.375,-8.785,0,0.391,123.973,4,0.266,0.498,0.602,0.593,1,2.6819,152,Chill
37i9dQZF1DWSf2RDTDayIx,Spotify,Happy Beats,1tQNwQeYxq5FsSm0FALERe,Better Without You (feat. Glowie),0.0166,0.754,147998,0.804,0.00000742,10,0.0472,-5.896,0,0.0557,123.03,4,0.708,0.538,0.605,0.656,1,3.07664,141.7288,Happy
37i9dQZF1DWW2hj3ZtMbuO,Spotify,sad girl starter pack,5iwOkLRedNpGvymiknisHn,The Fear of Losing This,0.904,0.287,233063,0.124,0.879,0,0.115,-20.639,1,0.04,83.254,4,0.159,0.758,0.756,0.038,0.994,3.41333,223.10313,Sad
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,4WyhOKXtCkNVcgfTBpYaxm,Ronda,0.674,0.794,346587,0.307,0.935,3,0.0954,-15.629,0,0.0486,119.994,4,0.171,0.258,0.305,0.484,1,0.24925,334.26285,Chill
37i9dQZF1DX6xZZEgC9Ubl,Spotify,tear drop,285pBltuF7vW8TeWk8hdRR,Lucid Dreams,0.349,0.511,239836,0.566,0,6,0.34,-7.23,0,0.2,83.903,4,0.218,0.161,0.388,0.127,1,0.07537,226.81831,Sad
37i9dQZF1DWW2hj3ZtMbuO,Spotify,sad girl starter pack,3mUuD7ec0lWqwSZnTiQ58J,Real Love,0.0329,0.303,257385,0.494,0.0000811,0,0.144,-6.498,1,0.037,128.658,4,0.148,0.408,0.466,0.462,0.713,0,251.6927,Sad
37i9dQZF1DX0vHZ8elq0UK,Spotify,Energy Booster: Pop,0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,0.0991,0.755,199693,0.837,0,2,0.289,-2.718,0,0.142,120.028,4,0.714,0.656,0.558,0.801,0.635,0.18032,195.77905,Energetic
37i9dQZF1DWX83CujKHHOn,Spotify,Alone Again,77Bt2DXJE1R1qsnm4D10Ox,Breakups,0.436,0.531,223129,0.552,0,1,0.0786,-5.945,1,0.0309,74.931,3,0.328,0.873,0.826,0.247,0.209,5.00971,214.60463,Sad
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,2mIQWWaYinwqKxjEmE8Ave,Wildflower,0.391,0.69,218849,0.83,0.745,11,0.115,-7.646,1,0.0456,116.006,4,0.32,0.474,0.774,0.81,1,0,213.7513,Chill
37i9dQZF1DWSf2RDTDayIx,Spotify,Happy Beats,7IhWJM8cN04zRQ2PNM91xc,Stay Mine,0.0671,0.756,178011,0.892,0.000139,5,0.0798,-4.361,1,0.0399,124.05,4,0.362,0.924,0.636,0.707,1,2.68771,173.23247,Happy
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,13EMVBU1hcy5yJdX1Xhf9a,Ghostkeeper,0.175,0.69,331381,0.546,0.781,6,0.107,-6.647,1,0.035,105.976,4,0.509,0.638,0.568,0.818,0.871,0.09855,325.34058,Chill
37i9dQZF1DWW2hj3ZtMbuO,Spotify,sad girl starter pack,0JuJ0M9ZaKDwXms3rUh1Hk,Love in the Time of Socialism,0.915,0.244,251185,0.259,0,10,0.158,-9.591,1,0.035,76.973,4,0.19,0.59,0.68,0.021,0.798,0,241.325,Sad
37i9dQZF1DX6xZZEgC9Ubl,Spotify,tear drop,7jjnn6K7p5MgOFuqLypAcM,PILL BREAKER (feat. blackbear & Machine Gun Kelly),0.016,0.527,177059,0.79,0,2,0.37,-6.268,1,0.0788,153.034,3,0.236,0.274,0.513,0.425,0.851,0.19156,175.02621,Sad
37i9dQZF1DX0vHZ8elq0UK,Spotify,Energy Booster: Pop,2VEsmoek0sol9MnJFyoG9e,Burnin' Up,0.0296,0.667,175093,0.954,0,2,0.331,-3.462,1,0.0817,114,4,0.807,0.323,0.543,0.358,1,2.33361,172.01341,Energetic
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,6S52u11MvLNy9qp8Ju1unG,sometimes it’s scary but it’s still just you and me - Edit,0.00222,0.719,247742,0.817,0.818,6,0.139,-7.265,1,0.0337,124.004,4,0.0961,0.687,0.594,0.733,1,0,231.42168,Chill
37i9dQZF1DWX83CujKHHOn,Spotify,Alone Again,4h0zU3O9R5xzuTmNO7dNDU,Lost Boy,0.965,0.71,275280,0.0565,0,7,0.0889,-15.099,1,0.0534,123.994,4,0.348,0.559,0.61,0.323,1,0.06308,267.60416,Sad
37i9dQZF1DWW2hj3ZtMbuO,Spotify,sad girl starter pack,2ZnEPfXm1CZzhGOn1Ay4mZ,VBS,0.35,0.552,236865,0.497,0.00126,0,0.25,-7.644,1,0.032,146.027,4,0.342,0.682,0.619,0.212,1,0.12313,232.6059,Sad
37i9dQZF1DWSf2RDTDayIx,Spotify,Happy Beats,273n4aGEPcL1HrcdhpGGul,Around The World (feat. NOUMENN),0.0334,0.582,199018,0.863,0.0000142,5,0.371,-4.067,1,0.0356,112.073,4,0.333,0.486,0.478,0.816,0.994,0.10463,195.7094,Happy
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,2zT8nNao3eyXVLQLeWzKjh,Banya,0.0838,0.627,256107,0.907,0.933,4,0.417,-6.909,0,0.0402,121.974,4,0.101,0.814,0.6,0.922,1,0,250.97289,Chill
37i9dQZF1DX0vHZ8elq0UK,Spotify,Energy Booster: Pop,0KAiuUOrLTIkzkpfpn9jb9,Drive By,0.00107,0.765,195973,0.837,0.0000106,1,0.0801,-3.113,0,0.032,122.028,4,0.721,0.502,0.657,0.88,0.955,0.28431,186.68263,Energetic
37i9dQZF1DX6xZZEgC9Ubl,Spotify,tear drop,27BBfeJZBFlZ60Sgx7iOgL,TELL ME WHY,0.109,0.6,195268,0.723,0,6,0.167,-4.928,0,0.158,149.881,4,0.463,0.478,0.581,0.509,0.434,3.13469,191.36726,Sad
37i9dQZF1DX6VdMW310YC7,Spotify,Chill Tracks,2IwbIGkquI55VOzcWUg8fg,Bad Dream,0.0211,0.662,202502,0.845,0.108,5,0.342,-6.173,0,0.0352,114.957,4,0.679,0.35,0.518,0.637,0.97,0.30168,185.43456,Chill
37i9dQZF1DWW2hj3ZtMbuO,Spotify,sad girl starter pack,6Ijmj8Z0L31hCp5pLZnT5U,Numb,0.811,0.783,219340,0.303,0.945,4,0.109,-14.393,1,0.0527,138.816,4,0.65,0.288,0.521,0.547,0.821,0.17655,209.03185,Sad
37i9dQZF1DWX83CujKHHOn,Spotify,Alone Again,4WzhjxvLP95y7AMDy0Atwb,Out Of Love,0.8,0.481,227693,0.267,0,7,0.249,-9.249,1,0.0339,117.64,3,0.137,0.209,0.516,0.069,1,0.22054,219.75365,Sad
37i9dQZF1DX0vHZ8elq0UK,Spotify,Energy Booster: Pop,6LoQHIo74tOzQ8EsLEkhgF,Come & Get It,0.0101,0.546,231987,0.787,0.00021,7,0.0809,-4.1,0,0.0517,79.979,4,0.573,0.429,0.505,0.091,1,0.1639,227.58458,Energetic
37i9dQZF1DX6xZZEgC9Ubl,Spotify,tear drop,3f1ChZHm6v4KdUaEW5y5qd,Me and You,0.0143,0.613,224813,0.614,0,1,0.094,-7.235,1,0.0439,93.984,4,0.198,0,0.075,0.371,1,0.0639,224.81334,Sad
37i9dQZF1DWSf2RDTDayIx,Spotify,Happy Beats,4VmFqRWkMQ8UfAiavUnRLb,Anywhere Tonight,0.00316,0.708,191250,0.891,0.00000244,11,0.124,-4.931,1,0.092,125.999,4,0.336,0.543,0.493,0.895,1,0.1215,187.84363,Happy
37i9dQZF1DWW2hj3ZtMbuO,Spotify,sad girl starter pack,7iqQz931tn59mK6IZ3knRx,Dealer,0.318,0.602,274293,0.59,0.000166,0,0.104,-6.346,0,0.0279,130.08,4,0.381,0,0.036,0.536,0.979,0,268.8871,Sad
37i9dQZF1DWX83CujKHHOn,Spotify,Alone Again,4VPXFi4vFTtS9wHe6oMQaT,I Can't Fall in Love Without You,0.784,0.485,180640,0.332,0.000122,4,0.146,-9.244,1,0.0338,130.813,4,0.273,0.704,0.676,0.308,1,0.08268,170.55637,Sad
37i9dQZF1DX0vHZ8elq0UK,Spotify,Energy Booster: Pop,2VOomzT6VavJOGBeySqaMc,Disturbia,0.0863,0.707,238627,0.813,0,11,0.168,-4.515,0,0.0571,124.921,4,0.722,0.361,0.465,0.736,0.9,0.1893,229.99947,Energetic
37i9dQZF1DWW2hj3ZtMbuO,Spotify,sad girl starter pack,17cwqWxSyZK4bo7Hg7z9ko,Columbia River,0.906,0.456,282000,0.129,0.0000147,9,0.101,-13.469,0,0.032,135.349,3,0.131,0.065,0.382,0.436,0.415,2.26975,275.5222,Sad
37i9dQZF1DX6xZZEgC9Ubl,Spotify,tear drop,7CCCX50zGHMTuHsyKQy03l,Dancing in My Room,0.658,0.979,180122,0.41,0.0000342,8,0.205,-11.056,0,0.112,119.971,4,0.74,0.46,0.515,0.567,1,0.11669,174.11482,Sad
37i9dQZF1DWSf2RDTDayIx,Spotify,Happy Beats,0EdgK7ASb4kfRkW8pVMN02,2 Hearts (feat. Gia Koka),0.264,0.503,186750,0.754,0.0000585,7,0.297,-3.634,1,0.0424,116.524,4,0.597,0.132,0.384,0.254,0.82,0.24916,183.7337,Happy
37i9dQZF1DX0vHZ8elq0UK,Spotify,Energy Booster: Pop,6WrI0LAC5M1Rw2MnX2ZvEg,Don't Start Now,0.0125,0.794,183290,0.793,0,11,0.0952,-4.521,0,0.0842,123.941,4,0.677,0.189,0.38,0.944,1,3.01859,179.1942,Energetic
37i9dQZF1DWW2hj3ZtMbuO,Spotify,sad girl starter pack,7gF4K3K2EqWHkLHh1gE3vO,Shadows,0.749,0.543,157616,0.431,0.146,5,0.116,-7.479,0,0.0612,146,4,0.381,0.48,0.588,0.29,0.931,0,150.42467,Sad
37i9dQZF1DWX83CujKHHOn,Spotify,Alone Again,2FhWY5qi1omQgkjuIlEiiU,Skyscraper,0.148,0.573,221293,0.581,0,7,0.128,-3.325,1,0.0276,103.82,4,0.188,0.418,0.535,0.32,0.953,2.47873,214.39565,Sad
37i9dQZF1DX6xZZEgC9Ubl,Spotify,tear drop,3Tq98MvUH8kxeygv1kurtt,freak,0.00993,0.638,145627,0.622,0,10,0.147,-5.927,1,0.0389,80.016,4,0.753,0.504,0.56,0,1,0.06381,135.58711,Sad
37i9dQZF1DWW2hj3ZtMbuO,Spotify,sad girl starter pack,1fSNVgPaop1mGi5cjJq1s8,Fear,0.701,0.716,216540,0.447,0.429,2,0.0855,-8.314,1,0.0388,93.955,4,0.506,0.214,0.546,0.288,0.991,2.89669,203.65642,Sad
37i9dQZF1DX0vHZ8elq0UK,Spotify,Energy Booster: Pop,0afhq8XCExXpqazXczTSve,Galway Girl,0.0735,0.624,170827,0.876,0,9,0.327,-3.374,1,0.1,99.943,4,0.781,0.197,0.365,0.03,0.98,0.11601,162.10431,Energetic
37i9dQZF1DWSf2RDTDayIx,Spotify,Happy Beats,0FJw1Pg9xXCxbcyQMI6GAe,My Way (Steve Aoki & Aloe Blacc),0.11,0.585,197647,0.82,0,10,0.134,-4.428,1,0.0774,169.895,4,0.396,0.279,0.334,0.095,1,0,190.58357,Happy
37i9dQZF1DWX83CujKHHOn,Spotify,Alone Again,2ePgwid1o7NKDpUmNGC69b,Running Low,0.709,0.599,274587,0.297,0.00000313,0,0.108,-9.188,1,0.0301,122.314,4,0.141,0.785,0.68,0.227,0.952,0.28472,259.52942,Sad
37i9dQZF1DX6xZZEgC9Ubl,Spotify,tear drop,0m3DrWZvSJBKBdcJsTmjfy,Strawberry Huracan,0.295,0.62,177027,0.709,0,2,0.22,-5.081,1,0.0384,138.98,4,0.566,0.838,0.861,0.388,0.869,0.17401,170.3648,Sad
37i9dQZF1DWW2hj3ZtMbuO,Spotify,sad girl starter pack,2XahOyXiU6o0ODpsINxG0B,Deep Sea,0.155,0.291,282400,0.369,0.122,1,0.111,-6.012,1,0.0312,140.21,4,0.116,0.597,0.61,0.107,0.381,0,268.7826,Sad
37i9dQZF1DX0vHZ8elq0UK,Spotify,Energy Booster: Pop,0SiywuOBRcynK0uKGWdCnn,Bad Romance,0.00314,0.696,294573,0.921,0.0000524,0,0.0842,-3.755,1,0.0363,119.001,4,0.714,0.407,0.343,0.755,0.905,0.26721,290.6848,Energetic
37i9dQZF1DWSf2RDTDayIx,Spotify,Happy Beats,3YY9Yu1JsgVfF1lOXEenq9,A Second to Midnight,0.0339,0.803,207987,0.764,0.000703,5,0.206,-5.233,1,0.0387,122.014,4,0.614,0,0,0.857,1,2.04336,200.51591,Happy
